point_id,lon,lat,highway,itinerary_id,osrm_travel_distance
385,78.419995,17.37361395,residential,3,642.9
971,78.41725745,17.373399149999997,residential,3,388.4
253,78.4147424,17.37192955,residential,3,530.1
419,78.4140133,17.37573415,residential,3,656.6
562,78.4121317,17.3799341,residential,3,777.8
457,78.41147975,17.38295625,residential,3,420.2
968,78.41304120000001,17.3823122,residential,3,917.0
94,78.41415695,17.38195075,residential,3,155.2
926,78.4170963,17.38154595,residential,3,1541.8
996,78.4200587,17.3797734,residential,3,867.9
464,78.42433930000001,17.3743319,residential,3,1030.3
119,78.42525695,17.3731406,residential,3,416.7
414,78.4268847,17.37111385,residential,3,1874.4
73,78.4401445,17.362682200000002,residential,3,2350.8
284,78.4416855,17.36536625,residential,3,350.7
600,78.4421725,17.363717450000003,residential,3,277.9
389,78.44268445,17.36422865,residential,3,106.0
219,78.44375305,17.36261115,residential,3,235.1
677,78.4470141,17.36067435,residential,3,602.7
139,78.44509479999999,17.3584164,residential,3,410.3
697,78.44252365,17.3579055,residential,3,343.3
480,78.43861635,17.356649949999998,secondary,3,485.2
713,78.43518475,17.35573055,residential,3,411.1
402,78.43442730000001,17.355363949999997,residential,3,157.0
900,78.43070725,17.351366,unclassified,3,791.6
683,78.4282261,17.347378550000002,residential,3,691.0
966,78.42731645,17.3464612,residential,3,237.3
987,78.4308354,17.346583000000003,residential,3,461.8
330,78.43298265,17.346770499999998,unclassified,3,696.2
350,78.4223597,17.3459404,residential,3,1501.3
832,78.4216639,17.34460325,residential,3,250.6
870,78.4203837,17.34347545,residential,3,252.8
725,78.4173503,17.3436313,primary,3,817.4
735,78.42226305,17.348893349999997,residential,3,1588.3
873,78.51318455,17.459636,residential,4,
278,78.5025409,17.45420895,residential,4,1878.7
156,78.50177289999999,17.45481405,residential,4,184.8
862,78.5022113,17.45958545,residential,4,757.7
229,78.50376215,17.46173645,residential,4,403.2
203,78.50474095,17.462077100000002,residential,4,154.8
581,78.50782955,17.429616099999997,residential,4,5503.6
462,78.5044001,17.42670575,residential,4,661.3
783,78.5119641,17.426130049999998,residential,4,1145.3
304,78.51357945000001,17.42641955,residential,4,240.7
52,78.5133731,17.42727295,residential,4,419.4
684,78.5181142,17.42826475,residential,4,1191.2
859,78.5206553,17.414554350000003,residential,4,3338.3
37,78.52038835,17.414500250000003,residential,4,39.4
305,78.52092205,17.41460835,residential,4,78.8
420,78.5222323,17.414152,residential,4,2638.4
383,78.5013449,17.386799,residential,4,4238.3
90,78.50126435,17.389683750000003,residential,4,502.0
