lon,lat,highway,point_id,osrm_travel_distance,itinerary_id
77.1692436,28.68656225,residential,247,1074.6,8
77.1702669,28.678250050000003,residential,908,1479.1,8
77.174779,28.67928915,residential,644,531.5,8
77.16424430000001,28.67388,tertiary,270,1416.2,8
77.16185014999999,28.672270150000003,residential,623,577.4,8
77.15962585,28.67481095,residential,395,443.3,8
77.15524160000001,28.6747463,residential,916,537.2,8
77.1511884,28.68073455,secondary,261,1035.1,8
77.14503024999999,28.68370055,residential,742,987.0,8
77.1414942,28.67733155,tertiary,394,1245.6,8
77.13382404999999,28.67294485,residential,540,1235.9,8
77.1321822,28.67209495,residential,730,220.3,8
77.12488640000001,28.671106100000003,residential,646,885.7,9
77.11379005,28.66484005,residential,328,1741.8,9
77.11107104999999,28.661976000000003,residential,549,739.0,9
77.1031081,28.6628387,residential,590,932.2,9
77.10116049999999,28.657464150000003,residential,820,1332.8,9
77.09695625,28.65376535,residential,790,991.8,9
77.09964725,28.64892505,residential,830,824.9,9
77.10545095,28.64938925,residential,903,659.2,9
77.10438725,28.64271585,tertiary,971,986.6,9
77.1017468,28.640146450000003,residential,834,508.6,9
77.09732895,28.6378841,residential,917,535.1,9
77.09757335,28.63590075,residential,312,491.5,9
77.09941505,28.63563065,residential,218,211.7,9
77.0998573,28.63369415,residential,34,373.2,9
77.09552255,28.626637799999997,residential,289,1232.6,9
77.08832045,28.63241115,residential,292,1341.1,9
77.0870212,28.63473615,residential,900,676.6,9
77.0818682,28.6337777,residential,994,614.9,9
77.07804695,28.63011445,primary,626,1434.8,9
77.06571765,28.6247978,residential,57,2055.6,9
77.06581745,28.62301835,residential,716,274.8,9
77.06750165,28.6230375,residential,629,361.7,9
77.06913355,28.6263845,primary,890,573.3,9
77.06181655,28.634641199999997,tertiary,178,1739.5,10
77.05904294999999,28.6438082,residential,731,1223.9,10
77.0591539,28.6474581,residential,814,405.3,10
77.06364635,28.65318315,residential,726,1071.8,10
